review	rating
lti family wife 2 daughters struggled flies meals , admit not winners b food dull not big deal risky spent day suffering diarrheaneed say	1
great location wonderful hotel wonderful time fairmont copley plaza , love fairmont hotels gem , alway stay gold floors possible , gold floors , staff great went way accommodate requests , did upgrade stay quite bit fairmonts love , value repeat customers , gold floor best , food outstanding enjoyed minute , just came toronto fairmont royal york good , sure old town trolley tour hopefully karen driver guide , terrific , great time good way city , days saw great deal , ask concierge suggestions restaurants , great .fairmonts usually loveable dog residence walk like , nice added touch , thanks fairmont copley plaza staff memorable stay boston	5
overpriced moldy musty hotel excited going puerto rico durring winter , disapointment checked hotel .the room small balcony view ocean , morning flood bathroom bathroom , called told plumbing diverted incorectly , n't know means , 4 hours later n't come fix problem , asked new room told none available , husband went dest complain , finaly given room , rest time called apologize ask , really did n't care , floor 5 main building distinct musty odor elevator doors opened , couple got did noticed , small chunks walls gone corners hallways , rest walls stained bad need new paint job .there working elevator 5 nights stayed , took 10-15 minutes room lobby , allowed use service elevator leads main kitchen , seeing kitchen glad did n't eat facility restaurants .when checked shocked additional charges , 24 .00 resort fee 4 .50 bellman fee maid fee , blocked wi fi services forced use internet service 14 .95/night .we definetly hotel , paid 285 .00/night not worth money , not hotel need repairs employees rude did n't care way guests , checked did n't ask alright , holiday inn asks checkout , oh live learn	1
good accommodation helpful owners castle situated convenient location san franciscosights not far fisherman warf surrounded excellent restaurants bars , rooms spacious spotlesslyclean comfy beds .the owners friendly helpful really know area keen help enjoy holiday offeringsuggestions advice , included price breakfast consists good selection muffins pastries fruit juices cereal bars , excellent value money	5
wonderful hotel convienent location hotel directly main train station easy walking distance main bus depot , hotel best value staying 100 hotels europe , recently renovated clean staff incredibly helpful , time asked hotel employee improve experience future guests , profound concept coming european customer service typically lacking establishments	5
great hotel hotel located centrally pioneer square pike place market free ride bus zone seattle , arrived train hotel 5 block walk train station , train arrived early morning not sure rooms available early recptionist gave room upgrade waterfront view room .the room big just cut hotels stayed , main feature bath filled ceiling .the feature hotel used business centre internet access .the thing aware hotel quite distance attractions space needle emp duck tours , want need free bus westlake centre pay bus monorail .the hotel middle free ride bus zone getting places easy free .if want waterfront easiset way block use bridge ferry terminal quicker trying cross streets waterfront	5
perfect spot wife stayed 4 nights loved , location absolutely wonderful , literally 5 minutes duomo restaurants shops close directions , close train station easy , room great , plenty room clean comfortable , bathroom great , roomy clean modern , staff nice helpful not overly , breakfast good , pastries bread fruit cereal meats biscuits coffee multiple types juices , did n't leave hungry wanting , florence favorite city italy hotel definitely aids fond memories , no complaints hotel centrale recommend	5
not bad n't bad reviews royal garden , service extremely friendly helpful treat determines service , rooms serviced day clean fresh towels provided .as location quite relaxing 10 minute walk away centre waikiki , canal great place walk watching outrigger crews , locals jog , canal not waikiki high street , royal garden handily placed walk fort derussy beach locals beach relaxing waikiki .sure place lick paint want 5 star accommodation pay prices	3
amazing hotel food best stayed excellence punta cana april 2008 . going read reviews trip advisor not spend time writing repeat reviews , hotel grounds room facilities amazing , stayed excellence club excellence suite ocean view , room large view great ocean pool , excellence club lounge nice concierge friendly helpful , going stay swim suites likes lock room sliding doors leading pool unlocked inside walk room main door , decided stay larger room better balcony view second level , no problems staff , helpful tiny bit spanish knowledge helps lot , pool wonderful beach great permitted swim small section rough seas , morning people good good lounge chairs floating mats went early 7:30 morning , save seats mats breakfast , wildlife ground cool parrots peacocks ducks turtles flamingoes , n't let parrots climb wile arm wearing expensive earrings shiny objects , ate wife diamond earrings fortunately spat diamond ate mounting , reviewers mentioned food best , not say inedible not keeping quality rest resort , ate restaurants enjoyed french restaurant , food cooked bland cold , 24 hour room service tasted good arrived cold not ordered items , breakfast said good , large meal morning lunch dinner n't tasty , stayed times sandals bahamas comparing excellence punta cana sandals , sandals food resort grounds wife said eden , great stay punta cana michael jackson amazing drinks beach pool wonderful drawback food	4
love stay loved hotel stayed family , clean rooms modest interier , thing irritaed warm room did n't know tern , great location	4
nice stay nigths 28 dec 01 january , rooms spacious nice wview city , breakfast merveillous , service everybody says guten morgen , comme hotel	5
fantastic dominican republic punta cana majestic colonial .just fantastic just returned 2 week stay majestic colonial punta cana , wish there .the food superb fussy eater rooms immaculate sheets changed day floors mopped bathrooms cleaned , family experienced inclusive holidays years perfectly honest gone idea inclusive drinks food years dreadful .we booked holiday minute checking trip advisor , honestly say best entertaining holiday experienced , shows excellent especially michael jackson not missed , animation team worked really hard single member extremely friendly welcoming , especially like thank miguel henry jesus pablo geidy samuel kiko nelson taison alex andres kelly making holiday especially daughters memory treasure forever .at hotel 2 restaurants japenese gourmet require reservation steak seafood chinese mexican domincan buffet restaurants just turn leisure fantastic , complex hotel gardens pool beach die , clean cared drinks known brands not cheap alternatives .my family highly recommend hotel anyone .thank majestic colonial .kindest regardskim phil chelsey capewell berkshire england	5
great family vacation great time , did n't renovated room satisfactory 5 day stay , beautiful views 12th floor lanai , literally right street beach , staff courteous helpful , kids 15 ,12 ,8 fun beach pool , having condo instead hotel room breakfast lunch snacks real money saver , great experience trip hawaii	4
great hotel barcelona just returned 3 night stay majestic , location hotel wonderful walkable walked port couple times walked parc guell not area overrun crowds , room deluxe wonderfully clean appointed , service typical european hotels not top-notch serviceable , nice bar ground floor separate cigar bar hall , definitely stay	4
clean comfortable central missing stayed jazz week not fault cleanliness andcomfort rooms , enjoyed room service pizza delivered promptly , did feel hotel slightly soulless extra touches long way making guests feel welcome , example complimentary bottle wateron arrival feel appreciated guests endureda long journey , received come expect hotels lower rating extra touches really make difference , general ambiance public areas reception bit stark unwelcoming	4
way prince kuhio family reunion oahu , booked mountain views rooms nights , arrival told balconys rooms not usable , politely asked room changes given executive ocean view rooms 33rd floor working balconys , family member coming nights given upgrade weekend floor .rooms newly refurbished , bathrooms beautiful hans grohe shower heads , small nicest bathroom hotel .rooms small double beds storage limited , perfect crowded , rooms bright yellow fuschia decor , bit intense , beds exceptionally comfortable , plasma t .v , nice touch , views balcony wonderful wish chairs there .public areas hotel attractive generous use granite marble , mac 24/7 good pulled pork sandwich salads , size pancakes feed , places eat area tiki lunch dinner .the hotel refurbished issue told water turned noon-4:00 day 26 floor , knew day not room time .service staff exceptional valets charge parking housekeepers , professional friendly , executive room stocked soda coffee food , staff good .we called 2:00 check room , no problem tuesday , rooms small hilton terrific hotel experience	5
character charm hotel simply amazing , old-world style character charm , room lovely fortunate balcony room overlooked jackson square , courtyard prettiest new orleans , staff extremely friendly pleasant , bend backwards accommodate guests , lyn desk joy deal with .i amazed quiet peaceful hotel , just 2 blocks bourbon literally street jackson square amazingly quiet .my complaint bathroom area bit small doors basically just louvered shutters , doors afford bit privacy nice- minor room perfect needs .we definitely staying	4
lovely hotel 44 year old couple uk went dr iberostar punta cana 6 21 june 2008 . read previous messages mainly usa bit unsure believed not , experience check painless 8 hour flight .top tip agree posts 20 dollars check girl upgrade did got sea-view cna't really sea coconut trees , ready spanish script members staff spoke perfect english , 10/10room no problems , room clean little dated , annoyed staff/bell boy pointed 300m left , day travelling not wanted , colleagues , insist taken room , 9/10grounds documented lovely rooster flamingos peacocks , 10/10 .beach lovely 10/10 , not world excellent , beaches greece cyprus s . france equally good , palapas/shade beach 1/10 , countries reserve sun beds palapas germans invented good dutch french brits , conform getting 7am reserve bed sit sun day , follow suit removing personal belongings reserved beds does not warrant impending arguements , holiday not need grief right , ashamed say reserved beds , say liberated sunbeds folk micky reserving beds arrive beach 11 .30 . genuine folk searching shade got sick beach 9am , moved towels hid end beach , really childish good soul , watching frenchies argue people genuinely did not towels beds sat moved n't believe luck , searching beach towels amusing , lost 10 deposit towel , c'est le vie think said signs palapas welcome papers saying not reserve hotel not action , argued argued remove towels nothing unlikely no matter what .there hundreds beds pool open beach .pool 10/10 .food 6/10 , personal choice , not like buffet food knew score left uk expect , food great variations loved prefer meal not plate little odds sods eat , personal choice say , food pretty avail , 24/7 .hygiene 8/10 , tummy bugs 6 days arrival , really bad cramps effects , imodium , cured remainder hol went , not brush teeth bathroom water reason , water/ice allegedly purified .water sports 10/10 , 40 learn sail hoby cat catamaran sail boats , 6 available hour day know free hour day , loved , kayaks windsurfing .drinks 8/10 , staff brilliant 1 day johnny ensured premium service , vodka opened watered , half glass vodka splash coke clearish uk not suggests jiggery pokery going , not taste explain no hang overs , whisky 100 gin , cocktails rubbish .overall great place , love buffet love place , cancun yardstick just failed match	4
great family stay highly recommended meriton sydney family wedding july 2006 . rented just week larger corner 3-bedroom/2baths apartments 3 kids , tried hotel holiday children , uually end frazzled fighting heavily out-of-pocket sleep 2 small adjoining rooms hotels treating kids like problem not customer , enormous city centre apartment wifi huge living/dining area well-equipped kitchen laundry , know folks issue lifts agree peak times delays hey views not busy business wo/man bear minutes wait , great facilities regularly used pool gym tip kids young wedding bought dvds locally booked little advertised no-charge theatrette movie , big cheers round , not better central location monorail doorstep cab rank outside metro minutes walk , nearby foodcourt en route woolworth basement shopping mall great ate best sushi , nice spanish restaurants street , walk streets charming chinese peace garden big hit girls , pleased apartment ideal base family great value , booked previous night flight landed early morning good idea concerned longer check-in times peak hours/dates , definitely	5
quirky fun , certainly not hotel romantic break away great group people visiting amsterdam , just hen party stayed really enjoyed , rooms fairly basic quirky bed comfy slept , bathroom roomy bit wierd no shower curtain meaning got soaked , staff really friendly helpful spoke perfect english , hotel mnute nearest tram stop 5/10 minutes centraal really handy centre , wouldnt come husband fun trip lots mates need functional nice sleep	4
no hot water bravo beach okay , not island stay , beach rocky unswimmable not blue , wanted love hotel , liked decor aveda products 300 plus night did n't hotwater , told desk immediately did n't , send repairman informed hotwater heaters suck nothing , spent entire time hot shower , not cool , food restaurant super expensive , did n't type discount inconvenience no hot water , asked did not receive , n't stay , recommend stay island	3
5 nights january 2005 hotel 41 offers need visit new york , stayed nights january visit new york did not expect great hotel superb location price paid , husband room floor reception , room size adequate , little noise early morning deliveries taking place road reviewed place , reading reviews helped decide booking gem fantastic trip new york recommend hotel friends hopefully visit soon	5
nice central hotel , friends visited madrid 6th december days stayed victoria hotel , overall nice hotel bang smack centre near lots bars restaurants shopping , blinds/shutters block noise light word advice early risers set alarm mistake thinking dark 1 .00 day , rooms average sized 3 girls room not ideal managed clean maid came day reception staff helpful friendly dont speak best english study spanish , somebody said smell drains hotel faint smell not room did n't bother breakfast continential just cold meats pastries busy did let sit restaurant no seats .we ate restaurant day disapointed food service overall recommentd hotel central clean thought pretty good value money	4
beautiful hotel excellent staff roomsspacious nicely decorated room modern pleasing interior , comfortable bed , room equipped safe big fit laptop electronic devices , closet space sufficient not generous .the hotel general facilitiesvery nice breakfast buffet .rooms wifi internet access fee eur 22 day .the hotel gym cardio machines multi-purpose weight machine , given space room hotel consider installing weight machines .servicestaff extremely attentive friendly paid attention details addressing name .locationthe hotel centrally located anhalter bahnhof 800 meters potsdamer platz	5
talking place , reading reviews felt like n't talking hotel , spent 3 wonderful days early dec . service great , friendly , room nice , 20th floor beautiful view , bed pillows comfortable , food good , not gormet did n't expecting , no problems finding pool chairs 8:00am beach nicer expected , far disco lobby yes latin bands play , good , fact proved locals came hear play , time checked locals allowed frequent places guests country , unusual hear live bands play paying cover charge , drink minimum case not enforced merely compensate no cover charge , drinks not priced expensive drink bar pub restaurant states thought fair , restaurants bars walking distance wanted , makes condado great area stay , fact friends staying ritz carlton paid double paid did not like room , just goes different strokes different folks	5
condado plaza mixed review condado plaza hotel casino mixture good bad , good staff members generally helpful accomodating concierge staff willing help , hotel management willing accomodate room change upgrade no additional charge .the pools tennis courts beautiful , hotel provide rackets balls no charge .not good hotel quite bit remodeling jackhammers 7am wake morning , jackhammers difficult enjoy pool , beach really public beach lagoon sorts overrun local teenagers .although furnishings materials top-notch workmanship hotel marginal , rooms huge gaps bathroom door frames privacy impossible .the food service hotel restaurants mixed best expensive , drink chicken wings ice-cream bar pool 50 getting washcloths took additional calls housekeeping daily despite leaving notes big tips small hot exercise area	3
definitely better spent 3 nights hotel des arts shared room disappointing accomodation experience 17 nights spent usa including cheap road motels hotels etc .it safe great location near union square china town overpriced dirty motel trying fool art , rooms art definitely artistic vibe hotel room just strident eye-soaring grafitti , say pretence real thing there .the room did not a/c hot july really unpleasant , second thing disturbed things room old worn-out shady dirty , old sink dirty crust soap things shared shower disaster really freaked inside second time , really not pretentious type d . hotel aura old worn-out shady .the breakfast just broken promise old bagels coffee staff ok guess no major issues .these basic conditions clean thing expect accomodation arts food ammenities god knows sold not-so-very-basic prices , not sure better cheaper accomodation , not terrbile place earth price/value really unfair	2
not bad stay stayed hotel family attending javaone 2008 . lot positives hotel disappointments .positives 1- great location , easy 80 head oakland easy water easy 101 head silicon valley , nice walk moscone center 2- sleep 5 comfortable room 2 queens sofa-bed 3- great price , hotels area good value , 4- helpful desk staffdisappointments 1- poll small , deepest end 3 .5 feet yes just little meter , shallow end 3 feet 2- parking expensive , 50/night include taxes 3- 2 5 nights housekeeping sheets sofa-bed , time took 3 hours arrive 4- day arrived street main entrance closed making difficult hotel	3
mui excellente , husband just returned secrets punta cana june 11 2004 . best vacation , excellent food drinks weather , room outstanding service outstanding facilities outstanding , ca n't say wonderful , recommend probably sometime .this truly vacation remember	5
colourful comfortable stayed 4 nights september , good central location clean room not slightly slant , good bathroom , breakfast not complementary not comment , fast free internet study room ground floor , staff polite helpful , recommended	4
good hoel stayed italy stayed hotel february 2007 wife son , not asked better , positive things no negative onesi list1 windows screens ,2 room comfortable overslept morning .the room spacious , nice hot showers modern bathroom well3 good breakfast included hours breakfast generous .4 extremely friendly staff helped emails arrival answered quetions concerning directions florence , parking driving tuscany use safe , room rate competitive6 free internet access used7 close major attractions reservations uffizi desired8 received different recommendations restaurants area za za semidivino excellent reservations 9 received local information like watch champions league soccer , 10 friendly attentive service english spoken11 refreshments wine water purchased well .this good better 3 4 star hotels stayed past europe come florence stay choice easily , hands	5
wonderful , look no booked basis ta reviews n't happier hotel , beautiful room spotless bathroom fantastic location near vaparetto stop , staff superb , sandro extremely helpful young guys night desk superb especially giovani member ancient original venetian families helpful , n't hesitate really best combination location price service , book	5
best deal town write reviews feel compelled time , staying hotel currently times past , hotel center city 100 nearly impossible seattle , block westlake center blocks pike place market really ideal location , no-frills hotel rooms clean comfortable well-insulated w/ basic amenities including in-room coffee , housekeeping staff great desk personnel extremely kind helpful , nice restaurant downstairs laundry fitness room onsite , highly recommend place return	5
gorgeous resort , absoulutely beautiful resort , husband travelled grand palladium bavaro end july 10th wedding anniversary , apple vacation , completely impressed appearance resort friendliness staff , grounds perfectly manicured , just beautiful , little nervous not speaking spanish helpful friendly , staff came contact speak english , tried say hola gracias appreciated , things run dominican time , no rushes , americans used faster service , room nice , king size bed really really hard mattress , bathrom nice shower/tub partial glass wall , floor ended flooded took shower , room newly renovated , clean , maids leave fresh flowers room day , no problems towels mentioned , mini bar free nice , sure bring alarm clock no clocks , oulets different , suggest buying converter need plug , target 10 .the beach clean , little grass-like seaweed , clear warm water , reserving shaded lounge chairs annoying reviewers mentioned , reserved chair able drag chair shady spot , beach looks like postcard , couple beach bars hydrated , loved pina colodas , sure order rum non-alcoholic version , aware european women sunbathe topless .the pool nice wished open later , closes 7pm surprised , nice swim dark .we buffets great , experience la carte average , really looked forward breakfast buffet morning .our problem came check , check-in time 3pm not minute sooner , arrived resort noon , amazingly hot day not feeling long flight , francisco desk told room ready 30 minutes , went ate lunch took walk going desk room ready , time informed check-in 3pm room , just beware arrive early , bathing suit handy head beach .americans definately minority resort , excited met american couple english speaking canadians , people european , just vacation excotic , overall great vacation , planning going years kids	4
dump , came florence clothing fair early january hotel highly recommended , paid high price booked months advance set great stay .when checked taken not charming lovely elegant-looking hotel flights stairs annexe , rooms walk shirt tie room , room dark gloomy cold awful long bathroom , shower step bidet .there trays dirty dishes old breakfasts outside door not complained moved equally cold unpleasant room annexe bathroom little better designed , paying 300 n't saying not bad room went main hotel breakfast staff gushing regulars newbies totally ignored , felt given second rate treatment paying rate price , ruined trip	1
cute room excellent location loved hotel , kept beautifully furnished room ensuite albeit tiny bathroom , right middle madrid lots tapas bars restaurants places drink , handy wander hostal night choose heaps places eat drink popular madrid , felt like safe area lots people strolling going bar bar , room quiet room looked street .great location centre madrid short walk sol metro station means convenient area access attractions transport options airport , atocha regional train station just line catch train spain handy priced convenient hotel	5
glass half ok hate mail unreasonable 3 stars reason , weather amazing , just dr . ordered , aethetic perspective 4 4 .5 star spot , resort beautiful , stunning , extremely nicely kept-up , flowers grounds impeccably groomed , beach manicured morning ocean gorgeous , pool huge wicked swim bar , food good great variety able tasty nights , mean options extravagant roasted boar chuchuro spicy local fish options simple pasta pizza coldcuts salads no complaints going hungry , rooms spacious clean new modern furntiture , visual perspective place rocks .but despite nice employees attitude staff members completely uncaring inhospitable , tipped 15 day total various employees really did n't think cared .but beach towels 8am , no biggie really annoying 4th day told laundry facility broken , no biggie n't hot water none 5 6 nights ah cares right , afterall sun nice cold shower feel pretty good right check people rude unhelpful flight delayed getting 1am noon day 6 nights room n't ready 17:00/5pm , watch things day , vacation make moved reading week spanish students causing havoc enjoyment guests , kids partied 6am everynight kept eveyone hollering , complaints came resort did nothing , n't told respect resort rules tossed , trust way iop , security smoke shop tried charge wife 6 ,500 dominican pesos pack smokes , realized apporox cad200 inisisted cancelling transaction complained desk concierge just asked room number looked , nothing hospitality room booked 2 days vacation n't booked according real piece work desk , issued key room actually guests , imagine 2 hours leave flight want shower open door room guests , confused , invited room chambermaid speak desk finally received key grungy room freshening place filthy , wife did n't want use shower thankfully brought towels home none .too buts overall place sooo potential , constructing new facilities place getting nicer , bad beauty spot n't remotely challenged attitudes key employees constanly challenged glass half full .we totally recommend punta cana overall ca n't recommend place , folks stayed barcello loved	3
n't better ok biased , boyfriend whisked away surprise weekend nyc propose stayed .but say library hotel perfect , staff attentive room joy fairy stories room location n't better close action not completely things .the hotel kind low key intimate luxury opulence pretentiousness , perfect romantic break .breakfast extensive tasty sadly missed wine afternoon upstairs lounge balcony treat spent time n't busy enjoying new york	5
return trip city inn excellent stayed city inn june 2006 read review scroll , chose recommendations colleagues work tripadvisor .and excellent , excellent value money oasis peace calm heart london westminster district , yes little tucked away business district millbank tower means peace quiet away manic-ness west end , 10 minute walk pimlico station victoria line 5 minutes thames thames , really feel like walking brisk 20 min walk buckingham palace , best worlds near stuff peaceful leafy pleasant .the hotel provides high levels customer service desk staff n't helpful , like inn style rooms traditional hotel rooms advert habitat ikea dull hotel furniture , fresh modern approach competitors n't caught , better city inn , tried room service time home burger truly home beef patty burger huge really really tasty , not overpriced london place stay london guaranteed high level service reasonable rates peace quiet close connections attractions certainly lot money bigger hotels charge london , good work city inn	5
ca n't wrong looking hotels price range let rest hotel choose , outstanding area small hotel exceeded expectations , service rooms atmosphere food location not wrong .i spent time looking hotels barcelona finally rested hotel pulitzer reviews site location , took no time jump metro 2 min walk hotel really want barcelona metro way easy efficient , makes hotel service people desk pleasant helpful , restaurant recommendations generally good knowledge city excellent ..my wife pleased choice thank hotel outstanding service	5
highly satisfactory partner stayed intercontinental ic hotel bali recently days overall experience highly satisfactory , resort quite vast beautifully landscaped gardens pools lagoons prime beach location , n't guests stayed xmas new year guest numbers bound increase size resort means does n't feel fellow guests , quite security guards checking vehicles entering resort , taxis easily available try taxi running metre taxis fixed price like taxis kuala lumpur certain locations , hotel service gracious pleasant .check-in swift personalised member reception meets greets resort entrance deals in-room registration check-in details relaxing comfortable sofa lobby cold drink cool towel no queueing reception counter check hotels ..we stayed resort classic room spacious balcony overall size 50 square metres view lagoon gardens frangipani trees small slice ocean view ..bathroom lovely toiletries audley london strong shower comfy bed pillows in-room safe working air-con n't arctic like hotels room improvement furnishings like desk coffee-table quite dated soundproofing needs enhanced taps showers door quite audible tv somewhat small 5-star resort considering competitors installing flat screen tvs standard furnishing smaller room say 40 square metres high-end furnishings design option ..ca n't comment resort dining glance spa facilities time seafood restaurants beach smaller resorts opposite ic offer alternative dining options e .g royal bali beach club decent reasonably priced menu asian continental dishes villa balquisse fyi dessert tasty almond tarts mineral water 2 cost simple dinner local indonesian food beach-side cafe earlier villa balquisse elegant intimate venue nevertheless ..kudeta 20-25 minutes away excellent option great beach location stylish setting prices modern oz/mediterranean food bit high dinner suggest maybe brunch lunch ..in summary stars look forward room refurbishments plus faster internet access internet corner located gift shop like return ic chance visit bali	4
fantastic loved w hotel small elegant beautiful , rooms great bathroom chic , amenities bathrooms bliss products great bathrobes , no lobby outdoor space divine , pool heated like bathtub open late wonderful lounge chairs small gazebos , bar/restaraunt not serve outdoors did drinks food , good location , helpful staff near	5
avoid costs choose hotel location near train station had'nt visited amsterdam , hotel deceiving grand entrance reception area .i booked superior room not liked standard , room small double bed chest drawers banged legs getting past carpet mould sides bathroom small fit children stank high heaven , no view room renovations underway window covered plastic sheeting , supposed star hotel no way like star thats generous .there hotels corner n't just book location	1
great resort good agua stunning beautiful resort , rooms wonderful , housekeeping excellent , staff nice , beach great walk miles miles .the bad main pool no water tried secret did not inform travel agency , restaurant open food not good .this resort potential seasons needs additional restaurant guests , basically management does not capable making agua luxury resort	4
wonderful hotel fantastic hotel fantastic location fantastic staff , boyfriend stayed weekend city break loved minute it .location right middle , really fun bars clubs comedy clubs just outside hotel door , liedseplein great food/drink dancing night away , recommend bulldog bit cliched hey dam , tram stops musuem district canal tour pick point tourist information fashion district casino 5 mins walking distance , red light district centraal station littel away no 10 min tram ride beds amazing spacious , extremely comfortable ensure good nights sleep , despite right heart action experienced no problems noise pollution .service reception staff helpful polite professional friendly , asked advice book canal tour gave 10 discount voucher , complimentary apples mineral water bonus business travellers despite holiday boyfriend prep meeting work used business center hour , good internet service adn printing facilities , surfing web little pricey	5
piccolo hotel small friendly friend recommended piccolo small hotel , personnel accommodating helpful location walking distance attractions , fact family arrived firenze went directly galleria accademia afternoon david remarkable art walked hotel , checking walked leather district duomo ponte vecchio , young woman greeted gave good recommendation dinner , returning night met manager hotel signora angeloni nice , settled room locked hotel wonder long patiently waited , hotel clean reasonable cost , hotel month long stay allowed share room hotels insisted rooms exceeded maximum room problem children young sleep hotel , parking secure little expected , sgn , a . helped select final destination trip .. left open truly pleased reccomendation , overall enjoyed brief stay piccolo signora angeloni	3
average experience rooms sixth avenue inn included delta weekend getaway package seattle , centrally located inn not hotel choose nor seek again .the property old showing age , rooms cramped dark , furnishings uncomfortable extremely hard beds rickety wicker patio furniture used place conventional chairs , high speed internet access provided 10 .00 day port wired wall does not extend tiny nearby desk making computers difficult use , pay-as-you-go terminal lobby slow crippled worth money , not place stay plan work room .the desk staff helpful needed fax refax documents .breakfast restaurant surprisingly hearty not seek lived seattle , breakfast not included room .in end property not best choice business vacation users good solution young people looking inexpensive rooms heart seattle	2
busy not service stayed hotel 3 nights .location central .caters tour groups .check dismal not understand cheap labour not seperate check-in check lines wait 45 minutes .staff busy helpful lot residents .once not trained staff standing around .rooms clean bed comfortable .after hongkong novotel citygate severely disappointed service .good buffet breakfast	2
rip , price pay night stay week hostel better time , nice things say hotel clean breakfast area nice	1
best place stay nyc stayed seven days 22nd looking reviews tripadvisor , say not disappointed , location perfect rooms comfortable clean quiet amazing considering close times square , breakfast lovely saved fortune spend tiffanys did day snacks wine cheese staff went way help needed directions reservations , italian door tonys wonderful food , highly recommend hotel certainly return	5
wonderful , wonderful stay bale stayed single pavillion number 8 5 nights , room spacious airy design sleek minimalist comfortable/simple not like like ultra-modern design hotels light switch , bathroom big nicely designed complete indoor outdoor showers , loved steps pool sliding bathroom doors , private pool lovely decent size private pools plenty private outdoor space , single pavillions not sun loungers deckchairs double daybed outside relaxing roof ca n't use sunbathing , garden/pool got sun day 4pm downside quite near main road constant stream traffic means not relaxing condusive mid-afternoon snoozing , main pool n't hear traffic probably worth asking room higher complex , main pool good size swimming 20 metres feels crowded people stay pavillions day beach club , bale private beach club nice loungers umbrellas attendants bring towels/drinks , hotel drive takes 5 minutes , beach not wide lovely yellow sand water clear turquoise nicer beaches kuta/seminyak , seaweed washed beach bale clear away section sand , bale spa really nice treatment rooms big jacuzzis private use treatments , treatments fairly expensive balineese standards 60 1 hour massage plus 21 tax/service therapists good , breakfast pavillion morning no charge nice touch food great good selection plenty different things try course days , staff pleasant happy arrange behalf , hotel offers free transfers restaurant tanjung/nusa dua jimbaran great service used night bumbu tanjung better places nearby , great indonesian food decent wine list terms selection prices rare bali , disappointed pjs seasons jimbaran beautiful setting beach food not exceptional wine list extortionate imported wines prices start 80 , definitely worth going amanusa hotel door bale sunset drink setting really beautiful	5
met exceeded expectations , stayed casablanca hotel july 9-12 parents , booked mini-suite king bed sleeper sofa , comfortable sleeper sofa slept , linens like 1000 count sheets home changed daily , a/c units bit noisy actually helped block street noise night , breakfast wine/cheese reception night wonderful , hard believe nice staff , friendly helpful genuine , worried hotel not meet expectations reading reviews exceeded saw wicked jersey boys excellent shows , strawberry blond cheesecake brooklyn diner hotel world service snobby rude plus sharing charges share meal large pizza , atmosphere tony hotel great , wish eaten stay	5
great place staff friendly helpful stayed aqua palms spa september year , location great quieter end waikiki , really close beach , staff friendly , pool little small breakfast basic room 11th floor great , comfortable bed clean modern bathroom good hairdryer , tv want watch fine , laundry room handy available hotel .recommendation n't want organised tour island thebus , great buy day tourist pass 20 2 trip pick transfer , pick schedule buses hotline check bus numbers different locations .over great experience	5
hit charles , stayed charlesmark week new years period entirely based reviews choice n't available , not disappointed , great location boylston st near shopping restaurants bars road tube/t/subway , room size certainly better nyc air con/heating stopped working day 2 mentioned freezing outside checked no quibbles new room , room clean breakfast fine actually best hotel inclusive not amazing .best did not charge premium december 31st room rates staying consistent thoughout stay great value money weak dollar helped stay rates , going boston book charlesmark	5
promised , comforting know tripadvisor ratings reliable hotel des croises certainly lived ratings visited early october , staff delighful hotel quietly courteous efficient , offered helpful service included assistance went minimalist approach adopted modern hotels , said unique charms establishment postings true , room size exceptional room rate offered quite stunning value money .this not luxury hotel offers not expect price range , attractive feature stay accessibility location , minute walk metro reached hotel 20 minutes airport bus terminus major sights short metro ride easier tourist transport pass worth buying .there limitless eating places head left bank eat tightest budget .we no decision make head paris shall staying hotel des croises	5
over-priced efficient wife just returned week stay caribe hilton san juan pr paying convention rate quite expensive , additional item charged restaurants meals drinks extortionate thanks previous travellers suggested convenient subway corner nearby , worthwhile getting cab old san juan 10 11 way sample numerous restaurants vibrant street scene festival sunday celebrating san sebastian noisy birthday celebrations room comfortable desk did request dull view cigarette butt strewn roof floor room initially allocated , bright spot pride job shown augustus took care pool area near tropical gardens , kept absolutely pristine clear cared area hotel guests used	2
great family vacation written review felt compelled write reading written hotel , trip saw negative reviews did not negative experience , staff friendly rooms beautiful , stayed marina gorgeous view ocean coqui water park right door , time no conventions place not busy , times people pool , negative food prices , rented car went local grocery store got bread make sandwiches lunch , cost fortune pay eat 3 meals day , coqui water park perfect size little kids , son 7 daughter 2 1/2 totally loved , definitely	5
best location , based trip feedback trip advisor comments , worked great , excellent location looking duomo , hard time finding small alleyway main street , clean maintained , desk help helpful not overly friendly , draw think church bells going 7:15am think 8:15am , did not pose problem wanted going early , did not pay cash noted trip advisor post	4
